destinasi,review,sentiment,text_cleaned,sent_num
Sarae Hills,"Tempat wisata disuatu lembah dan bukit bercerita tentang bangunan2 terkenal di benua Eropa,Afrika dan Asia.Keren banget...membawa kita ke berbagai negara dalam satu waktu...keren banget..Spinx,Santorini,menara Pisa dll
Wisata sambil olah raga..setelahnya lapar kita bisa menikmati kuliner yang ada Didaerah tersebut.",Positive,wisata disuatu lembah bukit bercerita bangunan terkenal benua eropa afrika asia keren banget membawa negara keren banget spinx santorini menara pisa dll wisata olah raga setelahnya lapar menikmati kuliner didaerah,1.0
Sarae Hills,"Tempatnya luas dan bagus banget sumpah, harus kesini pagi"" biar puas bisa explore kesemua tempat, banyak banget tempat"" yg bisa dijadiin spot foto ð¥°ð",Positive,tempatnya luas bagus banget sumpah kesini pagi biar puas explore kesemua banget dijadikan spot foto ð ð,1.0
Sarae Hills,"Bagus bangetððð¤©
Berasa keliling dunia klo jalan"" Kesini woy
Cobain deh ke sana ga bakal nyesel lo, murah cuma tiket 50k kamu uda bisa nikmati semua tempat nya
Kecuali mkn yað",Positive,bagus bangetð ð ð berasa keliling dunia kalo jalan kesini woy mencoba deh menyesal lo murah tiket nikmati kecuali yað,1.0
Sarae Hills,"Kesini d akhir pekan usai lebaran
Rame bgt
Bks-Bandung
Cm mau ke sarae hills
Thn lalu kesini blm ada
Tmpt'a bagus,klo sejuk mah gak usah d tnya yaa
Tp sedih pas plng helm'a hilang
Tmpt penitipan helm'a trlalu kecil
Mlah plng ke Bekasi ð­",Negative,kesini pekan lebaran rame banget bks bandung sarae hills kesini a bagus kalo sejuk mah ya sedih pas plng helm a hilang penitipan helm a plng bekasi ð,0.0
Sarae Hills,"Tempatnya keren utk yg hobby koleksi foto2. Petugasnya juga ramah2. Area nya bersih. Sedikit saran, petugas hendaknya mengingatkan pengunjung utk tidak berlama lama ambil foto, jd bisa bergantian dgn pengunjung lain.
Saya berharap nanti saya kesana lagi ada spot terbaru lagi. ððð",Positive,tempatnya keren hobby koleksi foto petugasnya ramah area bersih saran petugas pengunjung tidak berlama ambil foto bergantian pengunjung berharap kesana spot terbaru ð ð ð,1.0
Sarae Hills,"Tempatnya tidak terlalu besar, unik dan yang terbaik adalah karyawan di sana, ramah2 dan tidak segan membantu pengunjung untuk mengambil foto dengan hp kita bahkan sampai belum kita minta, mereka langsung menyodorkan diri untuk membantu. Best",Positive,tempatnya tidak unik terbaik karyawan ramah tidak segan membantu pengunjung mengambil foto hp langsung menyodorkan membantu best,1.0
Sarae Hills,"1 kata CAPEK banget asli kaki berasa pegel gaaesð...
saran aja,, moga kedepannya kendaraan antar jemput bisa sampai area bawah,, karena menurut aku yg paling cape adalah saat naik hingga ke tenda tempat antar jemput,, dan untuk fasilitas mobil antar kalau bisa ada fasilitas yg bisa sampai antar ke area lereng anteng,, ini udh cape dibawah kudu jalan naik lagi buat ke lereng anteng,, yasallam mana perut dah laperð£

stand makanan dan minuman ga variatif,, ini aku keliling semua stand ketemunya cuma melulu lidi lidian dan minuman soda,, padahal laper dan lemesnya di sarae masa pas makan kudu nunggu naik dulu ke cafe dilereng anteng..

parah sih ini udah mana aus,, penjual minuman ga variatif makanan berat gada,, yah seengganya ada makanan beratnya gtu entah baso-basoan / roti bakat / kentang goreng or ala ala makanan luar sesuai tema negara tpi cita rasa indo gtu kek,, masa ini LIDI LIDIAN doang semua stand jualnya LIDIAN,, ampun deehðððð",Negative,capek banget asli kaki berasa pegel gaaesð saran moga kedepannya kendaraan jemput area capek tenda jemput fasilitas mobil fasilitas area lereng anteng capek dibawah kudu jalan lereng anteng yasallam perut deh laperð stand makanan minuman variatif keliling stand ketemunya melulu lidi lidian minuman soda laper lemesnya sarae pas makan kudu menunggu cafe dilereng anteng parah aus penjual minuman variatif makanan berat enggak ada ya seengganya makanan beratnya baso basoan roti bakat kentang goreng orang ala ala makanan sesuai tema negara cita indonesia kayak lidi lidian doang stand jualnya lidian ampun deehð ð ð ð,0.0
Sarae Hills,"Tempat yang bagus dikunjungi saat pagi sampai sore karena views nya dapet, kalo dah malem views nya kurang. Bagian yang menantang di jembatan merah. Dan jalan keliling dunia hanya sehari. Gokil",Positive,bagus dikunjungi pagi sore views kalo deh malam views kurang menantang jembatan merah jalan keliling dunia sehari gila,1.0
Sarae Hills,"Htm pas trial opening 30k, skrg jadi 50k. Tapi sumpah deh puas bgt pas maen kesini walaupun dpt view malam nya aja karna brgkat dari rmh sorean. Recommended bgt siii tmpat wisata ini",Positive,htm pas trial opening sumpah deh puas banget pas main kesini view malam brgkat rumah sorean recommended banget siii tmpat wisata,1.0
Sarae Hills,"Lokasinya ada di bawah. Masih satu lokasi area wisata pagermaneuh. Satu gate sama dago bakery, sudut pandang, dkk. Buat ke wow sarae kalau naik mobil paling enak ke B1 paling bawah biar langsung turun tangga. Tapi emang kayaknya keterbatasan lahan, basement nya sempit. Terus kurang koordinasi yg diatas ngasih tau kalau ke sarae suruh parkir di bawah, tapi setelah dibawah ga ada petugas yg ngarahin tempat yang kosong.

Udah bagus dari segi cek masuk, tiket tinggal di scan dan seperti biasa, tiket bisa tukar minuman. Nanti tunggu shuttle datang jemput buat diangkut kebawah lagi soalnya emang ada di bawah area fotonya. Masih ada yg dibangun juga replika bangunan iconicnya.

Menurut saya tempat sampah masih kurang, bisa di tambah lagi biar ga susah cari. Terus yaa mungkin karena masih dibangun, tempatnya kecil.

HTM 50k, sedikit pricey sih yaa buat saya pribadi.",Negative,lokasinya lokasi area wisata pagermaneuh gate dago bakery sudut pandang dkk wow sarae mobil enak b biar langsung turun tangga kayaknya keterbatasan lahan basement sempit kurang koordinasi diatas mengasih tau sarae suruh parkir dibawah petugas ngarahin kosong bagus segi cek masuk tiket tinggal scan tiket tukar minuman tunggu shuttle jemput diangkut kebawah area fotonya dibangun replika bangunan iconicnya sampah kurang biar susah cari ya dibangun tempatnya htm pricey ya pribadi,0.0
Sarae Hills,"Saya pikir tempatnya satu, ternyata ini adalah kumpulan dari beberapa restoran yang berada di satu tempat. Untuk setiap restorannya memiliki manajemen tiket yang berbeda, sehingga kita harus membayar untuk setiap restoran yang kita kunjungi. Sangat disayangkan mengingat tempat ini memiliki pemandangan yang luar biasa bagus.",Negative,pikir tempatnya kumpulan restoran restorannya memiliki manajemen tiket berbeda membayar restoran kunjungi disayangkan memiliki pemandangan bagus,0.0
Sarae Hills,Untuk tiket masuknya weekend 50k. Tempatnya luas. Banyak spot foto menarik. Jadi untuk ketempatnya kita pakai mobil wisata gitu. Oh iya dapat free minuman juga. Masih dalam pembangunan untuk beberapa spot fotonya.,Positive,tiket masuknya weekend tempatnya luas spot foto menarik ketempatnya pakai mobil wisata oh iya free minuman pembangunan spot fotonya,1.0
Sarae Hills,"Ke sini niatnya pengen foto box, sampe sana antri di suruh tunggu dulu. Pas balik malah udah tutup poto box nya.
Tp tempatnya enak, spot foto bagus",Positive,niatnya pengin foto box antri suruh tunggu pas tutup poto box tempatnya enak spot foto bagus,1.0
Sarae Hills,Spot foto yang sangat baik apalagi jembatan gantungnya top pisan..harga mungkin bisa sedikit diturunkan apalagi bukan akhir pekan,Positive,spot foto jembatan gantungnya top pisan harga diturunkan bukan pekan,1.0
Sarae Hills,"Bagi pencinta tempat intagramable boleh dijadikan tempat tujuan

Ada welcome drink
Akses menujunya lumayan
Tidak bisa menggunakan Bus",Positive,pencinta intagramable dijadikan tujuan welcome drink akses menujunya lumayan tidak bus,1.0
Sarae Hills,"Lokasinya yang epic dan strategis.
Banyak sekali spot-spot foto menarik dan hits
Pelayanan yang ramah dan nyaman
fasilitas golf car, payung, karcis masuk dapat ditukar dengan minuman.",Positive,lokasinya epic strategis spot spot foto menarik hits pelayanan ramah nyaman fasilitas golf car payung karcis masuk ditukar minuman,1.0
Sarae Hills,"Spot2 nya instagramable, udara lembah yg segar, akang2 dan teteh2 yg ramah sayang dari parkir cukup jauh terutama bagi lansia",Positive,spot instagramable udara lembah segar akang teteh ramah sayang parkir lansia,1.0
Sarae Hills,"disetiap tempat foto, ada staff yg siap membantu untuk ambil gambar.
tersedia juga payung gratis di setiap lokasi yg dipinjamkan untuk umum, sangat membantu bagi yg membawa balita.
terimakasih juga untuk pengelola karena menyediakan Drop Point untuk gojek & grab persis didepan pintu masuk.

btw di depan pintu masuknya ada abang bakso yg pake motor, itu boleh dicoba.",Positive,disetiap foto staff membantu ambil gambar tersedia payung gratis lokasi dipinjamkan membantu membawa balita terimakasih pengelola menyediakan drop point gojek grab persis didepan pintu masuk btw pintu masuknya abang bakso pakai motor dicoba,1.0
Sarae Hills,"Harga relatif agak terlalu mahal dengan tambahan ekstra charge utk akses jembatan - meskipun dapat free drink dan akses gratis shuttle. Spot foto masih tidak terlalu banyak, namun cukup menghibur",Negative,harga relatif mahal tambahan ekstra charge akses jembatan free drink akses gratis shuttle spot foto tidak menghibur,0.0
Sarae Hills,"Datang di siang hari, parkirnya gampang, pas mau masuk nanti akan ditawari mau pilih dengan tiket jembatan atau tidak. Kalau pilih dengan tiket jembatan, kita akan diajak jalan diatas jembatan gantung warna merah, kemudian difotoin sama mas nya. Begitu selesai lanjut ke wisata yg ada dibawah naik shuttle.",Positive,siang parkirnya gampang pas masuk ditawari pilih tiket jembatan tidak pilih tiket jembatan diajak jalan diatas jembatan gantung warna merah difoto mas selesai wisata dibawah shuttle,1.0
Sarae Hills,"ternyata Sarae Hills ini berada di satu tempat dengan Tasso Barn,

posisi Sarae Hills berada di bawah (wahana baru),
untuk karcis masuk ada 3 macam paket yang tersedia 50rb, 65rb dan 80rb,
bila weekend bertambah 10rb dari jenis2 paket nya

tidak ada wahana lain, selain hanya tempat berfoto saja dsana",Positive,sarae hills tasso barn posisi sarae hills wahana karcis masuk paket tersedia ribu ribu ribu weekend bertambah ribu jenis paket tidak wahana berfoto disana,1.0
Sarae Hills,"masuknya 50k kalo gasalah pas weekend,dpt minum tiap org 1,tp kalo mau ke jembatan buat foto"",bayar lagi 15k,tp bakal dapet passport,isinya ada 6 apa 7 destinasi gitu di dalemnya,tiap 1 destinasi dpt stampel,kl komplit 6 stampel bisa dpt discount buat merchandise,tp kalo ga ke jembatan,gabayar 15k,ga dapet passport,jembatannya safety kita bakal dipakein sabuk,rada serem,tapi dibatasin 30 orang di jembatannya,beberapa besi di jembatannya ada yg udah keropos,hrs terus dipantau,dalemnya sih bagus"" aja mungkin kalo yg suka foto"" kelilingnya jg ga terlalu jauh,bisa nunggu shuttle kalo emg gampang capek,kl mnrt saya mending dateng pas hari biasa,kl hari libur nasional,ramenya bukan main,foto"" aja susah.",Negative,masuknya kalo enggak salah pas weekend minum orang kalo jembatan foto bayar passport isinya destinasi dalemnya destinasi stampel kalo komplit stampel discount merchandise kalo jembatan gabayar passport jembatannya safety dipakein sabuk rada seram dibatasin orang jembatannya besi jembatannya keropos dipantau dalemnya bagus kalo suka foto kelilingnya menunggu shuttle kalo gampang capek kalo mnrt mending pas kalo libur nasional ramenya bukan main foto susah,0.0
Sarae Hills,"Waktu berkunjung pas panas2nya. Untuk teteh dan aa  pegawainya full senyum. Ramah2. Untuk yang live musik top banget, bisa semua lagu..",Positive,berkunjung pas panasnya teteh aa pegawainya full senyum ramah live musik top banget lagu,1.0
Sarae Hills,Beruntungnya hari ini kesini krn sepi pengunjung. Jd bisa bebas foto2.,Positive,beruntungnya kesini sepi pengunjung bebas foto,1.0
Sarae Hills,"Tempat yang bagus, cocok buat kalian yg mau ngadem â¤ï¸ udara yg masih segar alami  . Tiket masuknya pun standar ðð pelayanan wisata bagus, kebersihan tempat & fasilitas juga oke ð sukses selalu sarae hills ð",Positive,bagus cocok ngadem â ï udara segar alami tiket masuknya standar ð ð pelayanan wisata bagus kebersihan fasilitas oke ð sukses sarae hills ð,1.0
Sarae Hills,"Luar biasa bagus sekali pemandangan dan spot foto, ada live music juga, ada jual makanan, biaya masuk 50k dapat minuman kyk jus, untuk masuk jembatan bayar 15k lagi, klo hujan tidak buka...",Positive,bagus pemandangan spot foto live music jual makanan biaya masuk minuman kayak jus masuk jembatan bayar kalo hujan tidak buka,1.0
Sarae Hills,Seruu bisa liat liat kayak menara Eiffel tapi kawasan nya hanya sedikit dan hanya seperti itu saja saya merekomendasikan jika ingin lebih baik ke daerah wisata Asia afrika,Positive,seru lihat lihat kayak menara eiffel kawasan merekomendasikan daerah wisata asia afrika,1.0
Sarae Hills,Tempat nya bagus utk rekreasi dan dapat memacu adrenalin bagi yg takut dgn ketinggian di jembatan gantung nya..,Positive,bagus rekreasi memacu adrenalin takut ketinggian jembatan gantung,1.0
Sarae Hills,"tempat wisata yg Ada didaerah punclut, memurutku ini tempat wisata hanya untuk foto foto saja, kuliner masih minim harga ticket masuk  50.000 Dan ternyata untuk masuk jembatan harus membeli tiket masuk lagi seharga 15.000/orang, paling cocok kalai datang siang/pagi hari karena klo siang cuacanya panas,,",Negative,wisata didaerah punclut memurutku wisata foto foto kuliner minim harga ticket masuk masuk jembatan membeli tiket masuk seharga orang cocok kalai siang pagi kalo siang cuacanya panas,0.0
Sarae Hills,Datang dah kesorean jadi blom sempat keliling semua dah gelap. Bagus sih meski malam banyak lampu2. Kita bisa keliling dunia dalam  1 hari aja nih disini.,Positive,deh kesorean keliling deh gelap bagus malam lampu keliling dunia nih,1.0
Sarae Hills,"Kesana hari sabtu pas tgl tua, jadi ga rame bgt dan ga macet, bagus buat foto2,bersih, service bagus, tiap spot foto karyawannya siap bantu untuk fotoin kita, mereka sdh terlatih untuk foto menggunakan hp, hasil fotonya  bagus2",Positive,kesana sabtu pas tanggal tua rame banget macet bagus foto bersih service bagus spot foto karyawannya bantu memfoto terlatih foto hp hasil fotonya bagus,1.0
Sarae Hills,"Sarae Hills 360Â° View ð
Pergi-Pulang naik grab car lancar, di area wahana disediakan angkutan antar jemput gratis ke parkiran ð â¦",Positive,sarae hills â view ð pergi pulang grab car lancar area wahana disediakan angkutan jemput gratis parkiran ð â,1.0
Sarae Hills,"Salah satu tempat wisata terbaik di Bandung, keliling dunia ditemani miniatur keunikan beberapa negara sebagai tempat berfoto. Lingkungan nyaman, cocok juga untuk wisata keluarga.",Positive,salah wisata terbaik bandung keliling dunia ditemani miniatur keunikan negara berfoto lingkungan nyaman cocok wisata keluarga,1.0
Sarae Hills,"Recommended, tapi ga tau kenapa ya tempat makan-nya banyak lalat..overall si bagus.",Negative,recommended tau ya makan lalat overall bagus,0.0
Sarae Hills,"Bagus bngt.. Bnyak spot fotoÂ²,, tempat luas ada macamÂ² tempat,, cuaca adem sejuk.. Next trip ke sini lagi..",Positive,bagus banget spot fotoâ² luas macamâ² cuaca adem sejuk next trip,1.0
Sarae Hills,"tempatnya keren walaupun agak pricey ya, masuk ke sarae hills 50k, naik jembatannya 15k, tapi worth it sama view nya keren,",Negative,tempatnya keren pricey ya masuk sarae hills jembatannya worth view keren,0.0
Sarae Hills,"Bagus, parkiran dalam dan parkiran tingkat luas, pengalaman baru utk keliling dunia lokal ð, yg jembatan pas angin ada sensasi tersendiri",Positive,bagus parkiran parkiran tingkat luas pengalaman keliling dunia lokal ð jembatan pas angin sensasi tersendiri,1.0
Sarae Hills,"Bagus pemandangannya, petugas ramah2 dan mau banget bantu motoin pengunjung, sarana  kurang banyak, live musiknya okeeh pokonyað",Positive,bagus pemandangannya petugas ramah banget bantu motoin pengunjung sarana kurang live musiknya okeeh pokonyað,1.0
Sarae Hills,"Nanggung, mau banyak wahana tapi kurang memaksimalkan lahan, alhasil dari spot foto ke spot lainnya kejauhan.. ga besar juga per spot fotonya, santorininya sempit kali. Patung liberti backgorundnya rumput :( kesana pas hapening banget jadi sumpek, jangan dateng pas weekend, harga pertiketnya jadi 50rb",Negative,nanggung wahana kurang memaksimalkan lahan alhasil spot foto spot kejauhan spot fotonya santorininya sempit kali patung liberti backgorundnya rumput kesana pas hapening banget sumpek jangan pas weekend harga pertiketnya ribu,0.0
